DATE_TIME,typical_price,day_of_week,day_of_month,hour_of_day,dow_sin,dow_cos,dom_sin,dom_cos,hod_sin,hod_cos
2012-10-09 08:00:00,0.7537737586648952,-0.7054372346149814,-0.7681722213212654,-0.47769250633363386,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,1.2020902183940707,-0.6818361345052825
2012-10-09 09:00:00,0.7610454207606199,-0.7054372346149814,-0.7681722213212654,-0.33070084300353847,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,0.9786374767003381,-0.9766000085282857
2012-10-09 10:00:00,0.7552398195712928,-0.7054372346149814,-0.7681722213212654,-0.18370917967344308,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,0.6874281940941336,-1.2027802841473663
2012-10-09 11:00:00,0.7690794345276716,-0.7054372346149814,-0.7681722213212654,-0.03671751634334769,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,0.34830780193897737,-1.3449631493596623
2012-10-09 12:00:00,0.7677893009300425,-0.7054372346149814,-0.7681722213212654,0.1102741469867477,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-0.015613205462703936,-1.393459076869251
2012-10-09 13:00:00,0.7474990179855222,-0.7054372346149814,-0.7681722213212654,0.2572658103168431,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-0.3795342128643852,-1.3449631493596628
2012-10-09 14:00:00,0.733776687901656,-0.7054372346149814,-0.7681722213212654,0.4042574736469385,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-0.7186546050195416,-1.2027802841473665
2012-10-09 15:00:00,0.7105836043624684,-0.7054372346149814,-0.7681722213212654,0.5512491369770338,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-1.0098638876257457,-0.9766000085282862
2012-10-09 16:00:00,0.7103197133993192,-0.7054372346149814,-0.7681722213212654,0.6982408003071292,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-1.2333166293194786,-0.6818361345052834
2012-10-09 17:00:00,0.6998813597457819,-0.7054372346149814,-0.7681722213212654,0.8452324636372246,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-1.3737848950274276,-0.33857633297269113
2012-10-09 18:00:00,0.7096746466005047,-0.7054372346149814,-0.7681722213212654,0.99222412696732,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-1.4216960045763798,0.029786807858685174
2012-10-09 19:00:00,0.7068304884420974,-0.7054372346149814,-0.7681722213212654,1.1392157902974154,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-1.3737848950274276,0.3981499486900616
2012-10-09 20:00:00,0.7119323803963555,-0.7054372346149814,-0.7681722213212654,1.2862074536275108,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-1.2333166293194788,0.7414097502226538
2012-10-09 21:00:00,0.7140141868834379,-0.7054372346149814,-0.7681722213212654,1.4331991169576062,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-1.0098638876257466,1.0361736242456563
2012-10-09 22:00:00,0.7094107556373556,-0.7054372346149814,-0.7681722213212654,1.5801907802877015,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-0.7186546050195427,1.2623538998647368
2012-10-09 23:00:00,0.6958643528622541,-0.7054372346149814,-0.7681722213212654,1.727182443617797,0.7941748034042104,0.904114566216054,1.3366763012414462,-0.3121967019696161,-0.3795342128643862,1.4045367650770328
2012-10-10 00:00:00,0.6964214560066863,0.017518187711834794,-0.6534036900057474,-1.653625812974397,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,-0.01561320546270411,1.453032692586622
2012-10-10 01:00:00,0.7030773725217245,0.017518187711834794,-0.6534036900057474,-1.5066341496443016,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,0.34830780193897687,1.4045367650770335
2012-10-10 02:00:00,0.6856019265174834,0.017518187711834794,-0.6534036900057474,-1.3596424863142063,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,0.6874281940941336,1.2623538998647372
2012-10-10 03:00:00,0.6899121455822904,0.017518187711834794,-0.6534036900057474,-1.2126508229841109,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,0.9786374767003378,1.0361736242456565
2012-10-10 04:00:00,0.6940171161201967,0.017518187711834794,-0.6534036900057474,-1.0656591596540155,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,1.2020902183940705,0.7414097502226538
2012-10-10 05:00:00,0.6924630915594165,0.017518187711834794,-0.6534036900057474,-0.91866749632392,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,1.3425584841020193,0.39814994869006215
2012-10-10 06:00:00,0.6956297831172331,0.017518187711834794,-0.6534036900057474,-0.7716758329938246,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,1.3904695936509714,0.029786807858685524
2012-10-10 07:00:00,0.7033412634848756,0.017518187711834794,-0.6534036900057474,-0.6246841696637292,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,1.3425584841020193,-0.33857633297269113
2012-10-10 08:00:00,0.7029894088673383,0.017518187711834794,-0.6534036900057474,-0.47769250633363386,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,1.2020902183940707,-0.6818361345052825
2012-10-10 09:00:00,0.6940464373383268,0.017518187711834794,-0.6534036900057474,-0.33070084300353847,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,0.9786374767003381,-0.9766000085282857
2012-10-10 10:00:00,0.6970958440236289,0.017518187711834794,-0.6534036900057474,-0.18370917967344308,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,0.6874281940941336,-1.2027802841473663
2012-10-10 11:00:00,0.7100265012180401,0.017518187711834794,-0.6534036900057474,-0.03671751634334769,1.174763262719361,-0.19386105258397315,1.2385232569408873,-0.5843014622321311,0.34830780193897737,-1.3449631493596623
