DATE_TIME,OPEN,LOW,HIGH,CLOSE,RSI,MACD,MACD_Histogram,MACD_Signal,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,WilliamsR,Momentum,ROC,BC-BO,BH-BL,BH-BO,BO-BL,S&P500_Close,vix_close,CLOSE_15m_tick_1,CLOSE_15m_tick_2,CLOSE_15m_tick_3,CLOSE_15m_tick_4,CLOSE_15m_tick_5,CLOSE_15m_tick_6,CLOSE_15m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_1,CLOSE_30m_tick_2,CLOSE_30m_tick_3,CLOSE_30m_tick_4,CLOSE_30m_tick_5,CLOSE_30m_tick_6,CLOSE_30m_tick_7,CLOSE_30m_tick_8,day_of_month,hour_of_day,day_of_week
2018-11-06 15:00:00,1.14165,1.14095,1.14196,1.14165,55.52850796446999,0.0123014090695054,6.04062477226841e-05,0.0108433589538313,1.1413784582824444,62.598144182725086,4.195387177280381,2.834053072584126,26.124399694807977,16.456116239980446,-6.58947154487132,51.44735178865992,-45.18201284796526,0.0012,0.1052216230435433,0.0,0.0010100000000001,0.00031,0.0007000000000001,2755.449951,19.90999984741211,1.1418,1.14209,1.14181,1.14129,1.1407,1.14009,1.13943,1.1397,1.14209,1.14129,1.14009,1.1397,1.13996,1.13965,1.14126,1.14208,6,15,1
2018-11-06 16:00:00,1.14165,1.14055,1.14186,1.14105,51.731624591427845,0.0122451140596458,2.7328457070171933e-06,0.0108440347967436,1.1413187385947272,50.74946466809316,4.112263532008391,2.8322207885206176,24.34027748759652,17.417565759428104,-6.592842273164073,9.682204175461756,-58.02997858672615,-0.0001600000000001,-0.0140202066228091,-0.0006,0.0013100000000001,0.00021,0.0011000000000001,2755.449951,19.90999984741211,1.1427200000000002,1.14359,1.14289,1.14281,1.1418,1.14209,1.14181,1.14129,1.14359,1.14281,1.14209,1.14129,1.14009,1.1397,1.13996,1.13965,6,16,1
2018-11-06 17:00:00,1.14103,1.14096,1.14236,1.14112,52.142765155958216,0.0122013898142444,-3.322330551047096e-05,0.0108358185186893,1.1412826043047768,46.75231977158998,3.977185885503156,2.8524130526119427,25.16912193415905,16.148316400307813,-6.591286818498028,39.90981695899736,-56.53104925053746,-0.0002200000000001,-0.0192755883435355,9e-05,0.0014,0.00133,7.00000000000145e-05,2755.449951,19.90999984741211,1.1417,1.14209,1.14264,1.14283,1.1427200000000002,1.14359,1.14289,1.14281,1.14209,1.14283,1.14359,1.14281,1.14209,1.14129,1.14009,1.1397,6,17,1
2018-11-06 18:00:00,1.14113,1.14054,1.14138,1.14112,52.142765155958216,0.0121624971337377,-5.807413763303038e-05,0.0108214563520734,1.1412530398857264,42.96930763739925,3.846389428595135,2.8438669498909483,24.03729251994112,17.67059164372428,-6.619383346887802,-22.520188279989213,-56.53104925053746,-0.0009100000000001,-0.0796826703326697,-1e-05,0.0008399999999999,0.00025,0.0005899999999998,2755.449951,19.90999984741211,1.14165,1.1418,1.14154,1.1418,1.1417,1.14209,1.14264,1.14283,1.1418,1.1418,1.14209,1.14283,1.14359,1.14281,1.14209,1.14129,6,18,1
2018-11-06 19:00:00,1.14112,1.1411,1.1417,1.14121,52.74298147686551,0.012134926145294,-6.878569675822964e-05,0.0108044448702811,1.1412452144519578,44.111349036401066,3.7979802893874415,2.8507946983504984,25.01680411128634,17.07977633693156,-6.659484643567843,10.072427151768256,-54.60385438972071,0.0006699999999999,0.0587441036701867,9e-05,0.0005999999999999,0.00058,1.999999999990898e-05,2755.449951,19.90999984741211,1.14108,1.14085,1.1413,1.14154,1.14165,1.1418,1.14154,1.1418,1.14085,1.14154,1.1418,1.1418,1.14209,1.14283,1.14359,1.14281,6,19,1
2018-11-06 20:00:00,1.14121,1.14104,1.14181,1.14174,56.22480185502568,0.0121512166107597,-4.183696726599051e-05,0.0107940979729446,1.1413351754606926,48.53675945752912,3.811225516137468,2.862311009713054,24.542834756863005,16.325399037356398,-6.688419640667711,31.95395454995896,-43.25481798715328,0.0016099999999998,0.1412119670563786,0.00053,0.0007699999999999,0.0005999999999999,0.00017,2755.449951,19.90999984741211,1.14115,1.14163,1.14178,1.14179,1.14108,1.14085,1.1413,1.14154,1.14163,1.14179,1.14085,1.14154,1.1418,1.1418,1.14209,1.14283,6,20,1
2018-11-06 21:00:00,1.14171,1.14144,1.14263,1.14249,60.643795072368064,0.0122190211246724,2.143904555122116e-05,0.0107994001776055,1.1415451435587485,58.31548893647304,3.918426442463329,2.9078471965585115,27.58077354921601,15.20749377856043,-6.691593812737295,108.09177084763948,-27.194860813705724,0.0018299999999999,0.1604334332754719,0.00078,0.00119,0.00092,0.0002699999999999,2755.449951,19.90999984741211,1.14113,1.14094,1.14078,1.14113,1.14115,1.14163,1.14178,1.14179,1.14094,1.14113,1.14163,1.14179,1.14085,1.14154,1.1418,1.1418,6,21,1
2018-11-06 22:00:00,1.1426,1.14109,1.14261,1.14179,55.05739150861029,0.012212145071949,1.1582786172087823e-05,0.0108022647665121,1.1415896629117033,62.45538900785065,4.033105111100573,2.924785052665167,25.206478534894877,15.880578240287138,-6.675683911644238,57.4528301886771,-42.18415417558787,6.000000000017103e-05,0.0052551829241739,-0.00081,0.0015199999999999,9.999999999843467e-06,0.0015100000000001,2755.449951,19.90999984741211,1.14123,1.14143,1.14159,1.1413799999999998,1.14113,1.14094,1.14078,1.14113,1.14143,1.1413799999999998,1.14094,1.14113,1.14163,1.14179,1.14085,1.14154,6,22,1
2018-11-06 23:00:00,1.14175,1.14175,1.14408,1.14402,65.85003259156754,0.0123777198294266,0.0001433646722646,0.0108377202238633,1.1420315423823026,76.472860067029,4.185827924096924,2.991213435767054,29.92025584905291,13.90459363982932,-6.61691427875208,191.33517132730975,-1.2024048096182072,0.0013100000000001,0.1146397598690957,0.00227,0.0023299999999999,0.0023299999999999,0.0,2755.449951,19.90999984741211,1.14175,1.14157,1.14152,1.1414,1.14123,1.14143,1.14159,1.1413799999999998,1.14157,1.1414,1.14143,1.1413799999999998,1.14094,1.14113,1.14163,1.14179,6,23,1
2018-11-07 00:00:00,1.14401,1.14307,1.14691,1.14651,73.50184429291967,0.0126969282134089,0.0003732802152285,0.0109300301011115,1.142845807403702,83.79261297351654,4.307306959018211,3.1057277339134126,37.839270096182766,11.389368452419044,-6.491483316052323,279.68524168943947,-5.235602094243108,0.0048299999999998,0.4230607525751427,0.0025,0.00384,0.0029000000000001,0.0009399999999999,2813.889893,16.360000610351562,1.1426,1.1417,1.14174,1.14174,1.14175,1.14157,1.14152,1.1414,1.1417,1.14174,1.14157,1.1414,1.14143,1.1413799999999998,1.14094,1.14113,7,0,2
