DATE_TIME,OPEN,HIGH,LOW,CLOSE,day_of_week,day_of_month,hour_of_day,dow_sin,dow_cos,dom_sin,dom_cos,hod_sin,hod_cos
2005-05-02 13:00:00,1.2858,1.28656,1.2857,1.2862,0,2,13,0.0,1.0,0.39435585511331855,0.9189578116202306,-0.2588190451025208,-0.9659258262890683
2005-05-02 14:00:00,1.2862,1.2868,1.28367,1.28367,0,2,14,0.0,1.0,0.39435585511331855,0.9189578116202306,-0.4999999999999997,-0.8660254037844388
2005-05-02 15:00:00,1.28377,1.28587,1.28377,1.28567,0,2,15,0.0,1.0,0.39435585511331855,0.9189578116202306,-0.7071067811865471,-0.7071067811865479
2005-05-02 16:00:00,1.28557,1.28607,1.2839,1.28442,0,2,16,0.0,1.0,0.39435585511331855,0.9189578116202306,-0.8660254037844384,-0.5000000000000004
2005-05-02 17:00:00,1.28442,1.28512,1.28422,1.28502,0,2,17,0.0,1.0,0.39435585511331855,0.9189578116202306,-0.9659258262890683,-0.25881904510252063
2005-05-02 18:00:00,1.28502,1.2862,1.28502,1.286,0,2,18,0.0,1.0,0.39435585511331855,0.9189578116202306,-1.0,-1.8369701987210297e-16
2005-05-02 19:00:00,1.286,1.2862,1.2856,1.2858,0,2,19,0.0,1.0,0.39435585511331855,0.9189578116202306,-0.9659258262890684,0.2588190451025203
2005-05-02 20:00:00,1.2858,1.2864,1.2857,1.2863,0,2,20,0.0,1.0,0.39435585511331855,0.9189578116202306,-0.8660254037844386,0.5000000000000001
2005-05-02 21:00:00,1.2863,1.2864,1.2851,1.2851,0,2,21,0.0,1.0,0.39435585511331855,0.9189578116202306,-0.7071067811865477,0.7071067811865474
2005-05-02 22:00:00,1.2852,1.2853,1.2841,1.2845,0,2,22,0.0,1.0,0.39435585511331855,0.9189578116202306,-0.5000000000000004,0.8660254037844384
2005-05-02 23:00:00,1.2844,1.2858,1.2844,1.2854,0,2,23,0.0,1.0,0.39435585511331855,0.9189578116202306,-0.25881904510252157,0.9659258262890681
2005-05-03 00:00:00,1.2855,1.2856,1.2849,1.2852,1,3,0,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.0,1.0
2005-05-03 01:00:00,1.2851,1.2852,1.2832,1.2833,1,3,1,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.25881904510252074,0.9659258262890683
2005-05-03 02:00:00,1.2833,1.2836,1.2831,1.2833,1,3,2,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.49999999999999994,0.8660254037844387
2005-05-03 03:00:00,1.2833,1.2837,1.2833,1.2835,1,3,3,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.7071067811865475,0.7071067811865476
2005-05-03 04:00:00,1.2835,1.2837,1.2831,1.2832,1,3,4,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.8660254037844386,0.5000000000000001
2005-05-03 05:00:00,1.2831,1.2837,1.283,1.28355,1,3,5,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.9659258262890683,0.25881904510252074
2005-05-03 06:00:00,1.28365,1.2852,1.28335,1.2849,1,3,6,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,1.0,6.123233995736766e-17
2005-05-03 07:00:00,1.2849,1.2862,1.2847,1.28595,1,3,7,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.9659258262890683,-0.25881904510252063
2005-05-03 08:00:00,1.28595,1.28646,1.28476,1.2862,1,3,8,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998
2005-05-03 09:00:00,1.2862,1.2875,1.2861,1.2869,1,3,9,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.7071067811865476,-0.7071067811865475
2005-05-03 10:00:00,1.2869,1.2869,1.2856,1.2858,1,3,10,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.49999999999999994,-0.8660254037844387
2005-05-03 11:00:00,1.2858,1.2861,1.28486,1.2859,1,3,11,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,0.258819045102521,-0.9659258262890682
2005-05-03 12:00:00,1.2859,1.2865,1.28475,1.286,1,3,12,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,1.2246467991473532e-16,-1.0
2005-05-03 13:00:00,1.286,1.28993,1.2859,1.2895,1,3,13,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-0.2588190451025208,-0.9659258262890683
2005-05-03 14:00:00,1.2895,1.28999,1.28788,1.28859,1,3,14,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-0.4999999999999997,-0.8660254037844388
2005-05-03 15:00:00,1.28859,1.2896,1.28835,1.2888,1,3,15,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-0.7071067811865471,-0.7071067811865479
2005-05-03 16:00:00,1.2888,1.2901,1.2887,1.2889,1,3,16,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-0.8660254037844384,-0.5000000000000004
2005-05-03 17:00:00,1.2889,1.2891,1.2884,1.2888,1,3,17,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-0.9659258262890683,-0.25881904510252063
2005-05-03 18:00:00,1.2888,1.29135,1.28515,1.2865,1,3,18,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-1.0,-1.8369701987210297e-16
2005-05-03 19:00:00,1.2865,1.29093,1.286,1.28883,1,3,19,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-0.9659258262890684,0.2588190451025203
2005-05-03 20:00:00,1.28883,1.28963,1.28713,1.28713,1,3,20,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-0.8660254037844386,0.5000000000000001
2005-05-03 21:00:00,1.28713,1.28733,1.28673,1.28723,1,3,21,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-0.7071067811865477,0.7071067811865474
2005-05-03 22:00:00,1.28733,1.28853,1.28703,1.28843,1,3,22,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-0.5000000000000004,0.8660254037844384
2005-05-03 23:00:00,1.28853,1.28853,1.28763,1.28783,1,3,23,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,-0.25881904510252157,0.9659258262890681
2005-05-04 00:00:00,1.28783,1.28883,1.28763,1.28863,2,4,0,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.0,1.0
2005-05-04 01:00:00,1.28863,1.29623,1.28853,1.29623,2,4,1,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.25881904510252074,0.9659258262890683
2005-05-04 02:00:00,1.29633,1.29633,1.29433,1.29613,2,4,2,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.49999999999999994,0.8660254037844387
2005-05-04 03:00:00,1.29603,1.29613,1.29513,1.29573,2,4,3,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.7071067811865475,0.7071067811865476
2005-05-04 04:00:00,1.29573,1.29733,1.29563,1.29613,2,4,4,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.8660254037844386,0.5000000000000001
2005-05-04 05:00:00,1.29633,1.29663,1.29543,1.29563,2,4,5,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.9659258262890683,0.25881904510252074
2005-05-04 06:00:00,1.29553,1.29633,1.29425,1.29475,2,4,6,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,1.0,6.123233995736766e-17
2005-05-04 07:00:00,1.29475,1.29485,1.29276,1.29375,2,4,7,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.9659258262890683,-0.25881904510252063
2005-05-04 08:00:00,1.29375,1.2952,1.29355,1.29455,2,4,8,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.8660254037844387,-0.4999999999999998
2005-05-04 09:00:00,1.29455,1.2956,1.29445,1.29465,2,4,9,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.7071067811865476,-0.7071067811865475
2005-05-04 10:00:00,1.29465,1.29615,1.29405,1.29555,2,4,10,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.49999999999999994,-0.8660254037844387
2005-05-04 11:00:00,1.29555,1.29595,1.29495,1.2951,2,4,11,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,0.258819045102521,-0.9659258262890682
2005-05-04 12:00:00,1.2951,1.296,1.29455,1.2951,2,4,12,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,1.2246467991473532e-16,-1.0
2005-05-04 13:00:00,1.2951,1.296,1.2927,1.2957,2,4,13,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-0.2588190451025208,-0.9659258262890683
2005-05-04 14:00:00,1.2957,1.2962,1.29375,1.29543,2,4,14,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-0.4999999999999997,-0.8660254037844388
2005-05-04 15:00:00,1.29543,1.29543,1.29273,1.29353,2,4,15,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-0.7071067811865471,-0.7071067811865479
2005-05-04 16:00:00,1.29343,1.29383,1.29173,1.29353,2,4,16,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-0.8660254037844384,-0.5000000000000004
2005-05-04 17:00:00,1.29353,1.29443,1.29353,1.29403,2,4,17,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-0.9659258262890683,-0.25881904510252063
2005-05-04 18:00:00,1.29403,1.29483,1.29393,1.29413,2,4,18,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-1.0,-1.8369701987210297e-16
2005-05-04 19:00:00,1.29413,1.29513,1.29403,1.29433,2,4,19,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-0.9659258262890684,0.2588190451025203
2005-05-04 20:00:00,1.29433,1.29503,1.29393,1.29453,2,4,20,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-0.8660254037844386,0.5000000000000001
2005-05-04 21:00:00,1.29463,1.2954,1.29423,1.2953,2,4,21,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-0.7071067811865477,0.7071067811865474
2005-05-04 22:00:00,1.2952,1.2953,1.2945,1.2948,2,4,22,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-0.5000000000000004,0.8660254037844384
2005-05-04 23:00:00,1.2947,1.2952,1.2941,1.2943,2,4,23,0.9749279121818236,-0.22252093395631434,0.7247927872291199,0.6889669190756866,-0.25881904510252157,0.9659258262890681
2005-05-05 00:00:00,1.2943,1.2945,1.2935,1.2937,3,5,0,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.0,1.0
2005-05-05 01:00:00,1.2936,1.2945,1.293,1.2934,3,5,1,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.25881904510252074,0.9659258262890683
2005-05-05 02:00:00,1.2934,1.2936,1.2933,1.2933,3,5,2,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.49999999999999994,0.8660254037844387
2005-05-05 03:00:00,1.2933,1.2941,1.2933,1.2938,3,5,3,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.7071067811865475,0.7071067811865476
2005-05-05 04:00:00,1.2938,1.2952,1.2938,1.2952,3,5,4,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.8660254037844386,0.5000000000000001
2005-05-05 05:00:00,1.2952,1.2959,1.2947,1.2955,3,5,5,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.9659258262890683,0.25881904510252074
2005-05-05 06:00:00,1.2955,1.29665,1.2951,1.29595,3,5,6,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17
2005-05-05 07:00:00,1.29595,1.29825,1.29565,1.29745,3,5,7,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.9659258262890683,-0.25881904510252063
2005-05-05 08:00:00,1.29745,1.29885,1.29695,1.29785,3,5,8,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.8660254037844387,-0.4999999999999998
2005-05-05 09:00:00,1.29765,1.29805,1.29595,1.29655,3,5,9,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.7071067811865476,-0.7071067811865475
2005-05-05 10:00:00,1.29655,1.29655,1.29545,1.2958,3,5,10,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.49999999999999994,-0.8660254037844387
2005-05-05 11:00:00,1.2958,1.2963,1.2953,1.29537,3,5,11,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,0.258819045102521,-0.9659258262890682
2005-05-05 12:00:00,1.29537,1.29725,1.29507,1.2965,3,5,12,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,1.2246467991473532e-16,-1.0
2005-05-05 13:00:00,1.2965,1.2968,1.29425,1.29485,3,5,13,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.2588190451025208,-0.9659258262890683
2005-05-05 14:00:00,1.29485,1.29593,1.29363,1.29413,3,5,14,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.4999999999999997,-0.8660254037844388
2005-05-05 15:00:00,1.29413,1.29493,1.29263,1.29363,3,5,15,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.7071067811865471,-0.7071067811865479
2005-05-05 16:00:00,1.29363,1.29573,1.29333,1.29523,3,5,16,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.8660254037844384,-0.5000000000000004
2005-05-05 17:00:00,1.29523,1.29653,1.29303,1.29413,3,5,17,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.9659258262890683,-0.25881904510252063
2005-05-05 18:00:00,1.29413,1.29513,1.29403,1.29463,3,5,18,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-1.0,-1.8369701987210297e-16
2005-05-05 19:00:00,1.29463,1.29593,1.29463,1.29563,3,5,19,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.9659258262890684,0.2588190451025203
2005-05-05 20:00:00,1.29563,1.29573,1.29513,1.29563,3,5,20,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.8660254037844386,0.5000000000000001
2005-05-05 21:00:00,1.29573,1.29603,1.2954,1.2954,3,5,21,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.7071067811865477,0.7071067811865474
2005-05-05 22:00:00,1.2953,1.2957,1.2949,1.2952,3,5,22,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.5000000000000004,0.8660254037844384
2005-05-05 23:00:00,1.2952,1.2953,1.2945,1.2945,3,5,23,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,-0.25881904510252157,0.9659258262890681
2005-05-06 00:00:00,1.2945,1.2947,1.2934,1.2944,4,6,0,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.0,1.0
2005-05-06 01:00:00,1.2945,1.2945,1.2938,1.2939,4,6,1,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.25881904510252074,0.9659258262890683
2005-05-06 02:00:00,1.2938,1.2946,1.2932,1.2944,4,6,2,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387
2005-05-06 03:00:00,1.2943,1.2945,1.294,1.2942,4,6,3,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.7071067811865475,0.7071067811865476
2005-05-06 04:00:00,1.2943,1.2947,1.2938,1.2939,4,6,4,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.8660254037844386,0.5000000000000001
2005-05-06 05:00:00,1.2939,1.2947,1.2933,1.29403,4,6,5,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.9659258262890683,0.25881904510252074
2005-05-06 06:00:00,1.29393,1.29425,1.29325,1.2939,4,6,6,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,1.0,6.123233995736766e-17
2005-05-06 07:00:00,1.2939,1.29525,1.2937,1.29506,4,6,7,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.9659258262890683,-0.25881904510252063
2005-05-06 08:00:00,1.29506,1.2953,1.29466,1.2952,4,6,8,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998
2005-05-06 09:00:00,1.2952,1.2953,1.29455,1.2952,4,6,9,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.7071067811865476,-0.7071067811865475
2005-05-06 10:00:00,1.2952,1.2963,1.2952,1.29575,4,6,10,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.49999999999999994,-0.8660254037844387
2005-05-06 11:00:00,1.29565,1.29595,1.2949,1.295,4,6,11,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,0.258819045102521,-0.9659258262890682
2005-05-06 12:00:00,1.295,1.29557,1.2857,1.28595,4,6,12,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,1.2246467991473532e-16,-1.0
2005-05-06 13:00:00,1.28605,1.28655,1.28375,1.2849,4,6,13,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,-0.2588190451025208,-0.9659258262890683
2005-05-06 14:00:00,1.2848,1.2863,1.2843,1.28453,4,6,14,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388
2005-05-06 15:00:00,1.28453,1.28453,1.28103,1.28323,4,6,15,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,-0.7071067811865471,-0.7071067811865479
2005-05-06 16:00:00,1.28323,1.28463,1.28303,1.28373,4,6,16,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,-0.8660254037844384,-0.5000000000000004
2005-05-06 17:00:00,1.28373,1.28383,1.28313,1.28323,4,6,17,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,-0.9659258262890683,-0.25881904510252063
2005-05-06 18:00:00,1.28323,1.28323,1.28153,1.28173,4,6,18,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,-1.0,-1.8369701987210297e-16
2005-05-06 19:00:00,1.28173,1.28283,1.28163,1.2818,4,6,19,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,-0.9659258262890684,0.2588190451025203
2005-05-06 20:00:00,1.2819,1.2822,1.2811,1.2814,4,6,20,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,-0.8660254037844386,0.5000000000000001
2005-05-08 21:00:00,1.28125,1.2814,1.281,1.2811,6,8,21,-0.7818314824680299,0.6234898018587334,0.9987165071710528,-0.05064916883871264,-0.7071067811865477,0.7071067811865474
2005-05-08 22:00:00,1.281,1.2814,1.2809,1.2811,6,8,22,-0.7818314824680299,0.6234898018587334,0.9987165071710528,-0.05064916883871264,-0.5000000000000004,0.8660254037844384
2005-05-08 23:00:00,1.28115,1.2818,1.2809,1.281,6,8,23,-0.7818314824680299,0.6234898018587334,0.9987165071710528,-0.05064916883871264,-0.25881904510252157,0.9659258262890681
2005-05-09 00:00:00,1.2814,1.28273,1.2813,1.28133,0,9,0,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.0,1.0
2005-05-09 01:00:00,1.28143,1.28173,1.27983,1.28063,0,9,1,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.25881904510252074,0.9659258262890683
2005-05-09 02:00:00,1.28053,1.28083,1.27923,1.28013,0,9,2,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.49999999999999994,0.8660254037844387
2005-05-09 03:00:00,1.28023,1.28053,1.28013,1.28013,0,9,3,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.7071067811865475,0.7071067811865476
2005-05-09 04:00:00,1.28013,1.28023,1.27893,1.27993,0,9,4,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.8660254037844386,0.5000000000000001
2005-05-09 05:00:00,1.28003,1.28113,1.27923,1.2804,0,9,5,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.9659258262890683,0.25881904510252074
2005-05-09 06:00:00,1.2804,1.2813,1.27926,1.28006,0,9,6,0.0,1.0,0.9680771188662043,-0.2506525322587204,1.0,6.123233995736766e-17
2005-05-09 07:00:00,1.28006,1.2822,1.28006,1.28135,0,9,7,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.9659258262890683,-0.25881904510252063
2005-05-09 08:00:00,1.28145,1.2825,1.28105,1.2824,0,9,8,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.8660254037844387,-0.4999999999999998
2005-05-09 09:00:00,1.2824,1.2844,1.2824,1.284,0,9,9,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.7071067811865476,-0.7071067811865475
2005-05-09 10:00:00,1.284,1.2841,1.28292,1.28292,0,9,10,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.49999999999999994,-0.8660254037844387
2005-05-09 11:00:00,1.28292,1.28312,1.2825,1.2827,0,9,11,0.0,1.0,0.9680771188662043,-0.2506525322587204,0.258819045102521,-0.9659258262890682
2005-05-09 12:00:00,1.2827,1.2828,1.28096,1.28116,0,9,12,0.0,1.0,0.9680771188662043,-0.2506525322587204,1.2246467991473532e-16,-1.0
2005-05-09 13:00:00,1.28116,1.2831,1.2811,1.28233,0,9,13,0.0,1.0,0.9680771188662043,-0.2506525322587204,-0.2588190451025208,-0.9659258262890683
2005-05-09 14:00:00,1.28233,1.28343,1.28153,1.28256,0,9,14,0.0,1.0,0.9680771188662043,-0.2506525322587204,-0.4999999999999997,-0.8660254037844388
2005-05-09 15:00:00,1.28256,1.28433,1.28256,1.2838,0,9,15,0.0,1.0,0.9680771188662043,-0.2506525322587204,-0.7071067811865471,-0.7071067811865479
2005-05-09 16:00:00,1.2838,1.2838,1.2825,1.283,0,9,16,0.0,1.0,0.9680771188662043,-0.2506525322587204,-0.8660254037844384,-0.5000000000000004
2005-05-09 17:00:00,1.283,1.2831,1.2823,1.2823,0,9,17,0.0,1.0,0.9680771188662043,-0.2506525322587204,-0.9659258262890683,-0.25881904510252063
2005-05-09 18:00:00,1.2823,1.284,1.2822,1.2832,0,9,18,0.0,1.0,0.9680771188662043,-0.2506525322587204,-1.0,-1.8369701987210297e-16
2005-05-09 19:00:00,1.2832,1.2846,1.283,1.2842,0,9,19,0.0,1.0,0.9680771188662043,-0.2506525322587204,-0.9659258262890684,0.2588190451025203
2005-05-09 20:00:00,1.2841,1.2846,1.2841,1.2841,0,9,20,0.0,1.0,0.9680771188662043,-0.2506525322587204,-0.8660254037844386,0.5000000000000001
2005-05-09 21:00:00,1.2842,1.2876,1.2841,1.2861,0,9,21,0.0,1.0,0.9680771188662043,-0.2506525322587204,-0.7071067811865477,0.7071067811865474
2005-05-09 22:00:00,1.286,1.2861,1.2847,1.2852,0,9,22,0.0,1.0,0.9680771188662043,-0.2506525322587204,-0.5000000000000004,0.8660254037844384
2005-05-09 23:00:00,1.2852,1.2853,1.2838,1.2845,0,9,23,0.0,1.0,0.9680771188662043,-0.2506525322587204,-0.25881904510252157,0.9659258262890681
2005-05-10 00:00:00,1.2845,1.2846,1.2834,1.28405,1,10,0,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,0.0,1.0
2005-05-10 01:00:00,1.28405,1.28435,1.28365,1.28425,1,10,1,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,0.25881904510252074,0.9659258262890683
2005-05-10 02:00:00,1.28425,1.28515,1.28415,1.28475,1,10,2,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,0.49999999999999994,0.8660254037844387
2005-05-10 03:00:00,1.28475,1.2855,1.28475,1.2853,1,10,3,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,0.7071067811865475,0.7071067811865476
2005-05-10 04:00:00,1.2854,1.2855,1.2847,1.2849,1,10,4,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,0.8660254037844386,0.5000000000000001
2005-05-10 05:00:00,1.2848,1.2849,1.2838,1.2842,1,10,5,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,0.9659258262890683,0.25881904510252074
2005-05-10 06:00:00,1.2842,1.2847,1.28245,1.2836,1,10,6,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,1.0,6.123233995736766e-17
2005-05-10 07:00:00,1.2835,1.2836,1.2816,1.2826,1,10,7,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,0.9659258262890683,-0.25881904510252063
2005-05-10 08:00:00,1.2825,1.285,1.2819,1.2849,1,10,8,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,0.8660254037844387,-0.4999999999999998
