DATE_TIME,OPEN,HIGH,LOW,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL,RSI,MACD,MACD_Signal,MACD_Histogram,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,BB_MID_20_2,BB_UP_20_2,BB_LOW_20_2,BB_WIDTH_20_2,WilliamsR,Momentum,ROC
2012-10-09 08:00:00,1.29244,1.29343,1.29197,1.29254,9.9999999999989e-05,0.00146,0.00099,0.0004699999999999,32.06176203451521,-0.0009259110735795,-0.0005824682770368,-0.0003434427965426,1.2968685380960394,28.489012198879543,48.91336755063613,30.649827273233157,9.474299287634096,39.069251599422905,0.0015975677333673,-321.15114300511846,1.296923,1.3001512323336464,1.2936947676663535,0.0064564646672926,-77.05112960761022,-0.0056399999999998,-0.3208143749517944
2012-10-09 09:00:00,1.29257,1.29443,1.29246,1.29353,0.00096,0.00197,0.0018599999999999,0.00011,34.89991296779927,-0.0010766442558021,-0.0006813034727899,-0.0003953407830121,1.2965505820868928,26.39714625445845,34.90553573787677,31.777726714385143,13.051318780404658,35.684383203164934,0.0016241700381268,-201.06139794368696,1.2967335,1.3002759300981106,1.2931910699018894,0.0070848601962212,-65.27942925089151,-0.0051499999999999,-0.2406200593838003
2012-10-09 10:00:00,1.29351,1.29404,1.2919,1.2925,-0.0010099999999999,0.00214,0.0005300000000001,0.0016099999999998,32.81505728314326,-0.0012646358457961,-0.0007979699473911,-0.0004666658984049,1.2961648123643317,26.71422909235016,27.20012918189605,33.02251369644716,11.850253614365476,34.808645879870504,0.0016610150354034,-182.7641023170829,1.2965369999999998,1.3005320524402064,1.2925419475597932,0.0079901048804131,-77.52675386444778,-0.0049799999999999,-0.3215930036169601
2012-10-09 11:00:00,1.29248,1.29563,1.29248,1.29505,0.0025699999999999,0.0031499999999999,0.0031499999999999,0.0,44.56521739130447,-0.0011940920961246,-0.0008771943771378,-0.0003168977189867,1.2960586397582048,36.66270313119282,29.92469282600048,32.72573563770637,16.767633882012646,30.377236254635903,0.0017673711043032,-90.30437849275675,1.2964125,1.3004298965450276,1.2923951034549723,0.0080347930900552,-47.20570749108223,0.0026300000000001,-0.1857475374963391
2012-10-09 12:00:00,1.29508,1.29606,1.29332,1.29334,-0.00174,0.0027399999999999,0.0009799999999999,0.0017599999999999,39.85374771480845,-0.0012616251458561,-0.0009540805308815,-0.0003075446149746,1.2957997216859949,35.909631391200215,33.0955212049144,32.0986994191871,16.653178409149653,27.140566638852448,0.0018368445968529,-82.96005972379082,1.296209,1.3004117224509837,1.2920062775490164,0.008405444901967,-67.53864447086933,0.0007999999999999,-0.3712947556541612
2012-10-09 13:00:00,1.29332,1.29369,1.29014,1.29197,-0.0013499999999999,0.0035499999999999,0.0003699999999999,0.0031799999999999,33.843437316068986,-0.0014094459096529,-0.0010451536066358,-0.0003642923030171,1.2954349862873284,35.28791871538551,35.95341774592618,32.7831678655266,14.497838186081728,35.22147195792925,0.0019592128399349,-142.80685352862753,1.2959520000000002,1.3005160052585425,1.2913879947414582,0.0091280105170841,-79.3918918918919,-0.00156,-0.4407832379073495
2012-10-09 14:00:00,1.29195,1.29264,1.28899,1.28949,-0.0024599999999999,0.0036499999999999,0.00069,0.0029599999999998,26.904635055941498,-0.0017070325945691,-0.0011775294042224,-0.0005295031903466,1.294868797117107,19.351502834214006,30.18301764693324,33.76554452370713,12.680615214273171,34.75586477487441,0.0020799833513681,-159.80517739581404,1.295602,1.3009530507379394,1.2902509492620609,0.0107021014758785,-95.01495513459676,-0.0030099999999999,-0.6517970646018667
2012-10-09 15:00:00,1.28951,1.28969,1.28615,1.28737,-0.00214,0.00354,0.00018,0.00336,24.73065621939372,-0.0020898480019013,-0.0013599931237582,-0.0007298548781431,1.2941546259630967,11.690854150973564,22.110091900191023,35.37001270797905,11.212672259117111,40.01961160094829,0.0021842702548418,-191.6649718663142,1.2951205,1.3015133600015951,1.2887276399984045,0.0127857200031908,-90.52059052059064,-0.0076800000000001,-0.863250627608636
2012-10-09 16:00:00,1.28739,1.2884,1.28736,1.28736,-2.999999999997449e-05,0.0010399999999999,0.0010099999999999,2.999999999997449e-05,23.748140803174508,-0.0023667563922398,-0.0015613457774545,-0.0008054106147852,1.293507518728516,7.955387915507697,12.999248300231756,36.85987602194583,10.816512048642606,38.60565983382618,0.0021025366652102,-162.2033479640516,1.2946535,1.301832804353487,1.2874741956465128,0.0143586087069742,-90.59829059828952,-0.0059799999999998,-0.8334745566870416
2012-10-09 17:00:00,1.28738,1.28738,1.28582,1.28636,-0.00102,0.00156,0.0,0.00156,20.25316455696303,-0.0026365079072661,-0.0017763782034168,-0.0008601297038492,1.2928268026591336,7.65734265734293,9.101194907941396,38.56327885431008,10.232503034908603,41.85126418268084,0.0020637840462666,-162.1722846441966,1.294139,1.3021040986183474,1.2861739013816524,0.0159301972366949,-95.90909090909103,-0.0056100000000001,-0.9486555579511612
2012-10-09 18:00:00,1.28638,1.2884,1.28619,1.28831,0.0019299999999999,0.00221,0.0020199999999999,0.0001900000000001,27.659574468086348,-0.0026622504571323,-0.0019535526541599,-0.0007086978029723,1.2923966309773114,10.785418285418814,8.79938295275648,39.36410032856622,12.966262522727254,38.66621371956797,0.0020742280429619,-121.69084721475618,1.293721,1.3019828494297585,1.2854591505702415,0.0165236988595167,-81.136363636363,-0.0011799999999999,-0.7067546320559726
2012-10-09 19:00:00,1.28829,1.28831,1.28676,1.28686,-0.00143,0.0015500000000001,2.0000000000131024e-05,0.00153,24.34895833333391,-0.0027677496006788,-0.0021163920434637,-0.000651357557215,1.2918693327889958,10.277777777777745,9.573512906846496,40.10772026894692,12.261449901656166,36.56441797150136,0.0020367831827503,-113.31269928840156,1.2931909999999998,1.3017789680949567,1.2846030319050428,0.0171759361899139,-92.12121212121272,-0.00051,-0.4302007087479298
2012-10-09 20:00:00,1.28688,1.2884,1.28688,1.28839,0.0015099999999999,0.0015199999999999,0.0015199999999999,0.0,30.551989730424182,-0.0026968130367828,-0.0022324762421275,-0.0004643367946552,1.2915379677614724,15.982348234823316,12.348514766006623,40.72426360370274,11.908727763269589,34.55467997598529,0.0020012986696967,-91.92820275787668,1.2927025,1.3012154545399937,1.284189545460006,0.0170259090799875,-78.79537953795435,0.0010299999999998,-0.3210732356445533
2012-10-09 21:00:00,1.28836,1.28844,1.28761,1.28833,-2.999999999997449e-05,0.0008300000000001,8.000000000008001e-05,0.00075,38.86771910724067,-0.0026152893694935,-0.0023090388676007,-0.0003062505018927,1.2912324470222845,17.865042363611,14.708389458737352,41.26172872148443,11.68954983829645,33.4863852061944,0.0019176344790041,-78.35830074041606,1.2922345,1.3006275339568,1.2838414660431998,0.0167860679136002,-75.48828124999994,0.00197,-0.4020007266936298
2012-10-09 22:00:00,1.28836,1.28836,1.28709,1.28736,-0.0009999999999998,0.0012699999999998,0.0,0.0012699999999998,36.524453694069095,-0.0025989926003124,-0.002367029614143,-0.0002319629861693,1.2908636425439717,20.251800570682207,18.03306372303884,41.92394936778233,11.122902728197124,33.84793339666275,0.001871374873361,-79.18484274299203,1.291705,1.2999232905765128,1.283486709423487,0.0164365811530258,-84.96093749999909,-0.00095,-0.3976789168278483
