DATE_TIME,OPEN,HIGH,LOW,CLOSE,BC-BO,BH-BL,BH-BO,BO-BL,RSI,MACD,MACD_Signal,MACD_Histogram,EMA,Stochastic_%K,Stochastic_%D,ADX,DI+,DI-,ATR,CCI,BB_MID_20_2,BB_UP_20_2,BB_LOW_20_2,BB_WIDTH_20_2,WilliamsR,Momentum,ROC,S&P500_Close,vix_close,day_of_week,day_of_month,hour_of_day,dow_sin,dow_cos,dom_sin,dom_cos,hod_sin,hod_cos,CLOSE_15m_tick_1,CLOSE_15m_tick_2,CLOSE_15m_tick_3,CLOSE_15m_tick_4,CLOSE_15m_tick_5,CLOSE_15m_tick_6,CLOSE_15m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_1,CLOSE_30m_tick_2,CLOSE_30m_tick_3,CLOSE_30m_tick_4,CLOSE_30m_tick_5,CLOSE_30m_tick_6,CLOSE_30m_tick_7,CLOSE_30m_tick_8
2010-04-22 23:00:00,-0.23923976271748235,-0.24860339458848305,-0.2893474006275474,-0.2806082669683769,-2.473895666119486,2.3103148090702437,-0.7235400322114862,3.7732514337762417,-1.6187566672954763,-1.6518932602636365,-1.397796875959534,-1.1240921699300923,-0.19402564381216011,-1.4422618131039253,-1.3002754390640485,1.7579740184431378,-1.8290804409704997,3.331991954186486,0.2768361977906017,-1.3525539570315481,-0.1827983022475045,-0.1366677965958042,-0.22913024871227905,1.2831679251842072,-1.2864319519157523,-2.5024783004991082,-2.0291325570185443,-0.10530318733687997,-0.44662305795703217,0.7390821102676775,0.7123411808790376,1.7235261914023157,0.10580290666156425,-1.0720084921022253,-1.3632231732288453,-0.31937948316055814,-0.37794461010036406,1.4026630927086288,-0.20142218570409776,-0.19981343007209226,-0.19811692451937654,-0.21236824261365642,-0.21567413027287377,-0.2160621645304883,-0.21611888373687607,-0.21498014244779987,-0.19995037843708996,-0.19073736703921462,-0.1928798714865809,-0.19795125435853433,-0.20145601496889343,-0.1980730873130718,-0.2157058438715757,-0.21608358366669422
2010-04-23 00:00:00,-0.2803205257196809,-0.2784526255254757,-0.2708373091400879,-0.2747784850031536,0.33186845203351356,-0.46848429490890076,0.12138742557168479,-0.7396910967606483,-1.4182945323095095,-1.7856832182165416,-1.4961348921804372,-1.2627092407203575,-0.20169452561243337,-1.4229731152986598,-1.4453329465558464,1.9376870269554265,-1.8643491142654165,3.0822265281478947,0.2049504187213202,-1.2589128352238055,-0.19021078623450638,-0.1398218942005959,-0.24083140918216348,1.4030173263774757,-1.1310002005866293,-1.7723227175357363,-1.5108739133192466,-0.06317220246995811,-0.43452786730957765,1.4631888974852199,0.826613226903503,-1.6540785607377013,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,-0.014058830878063892,1.4511600249574943,-0.21563672792882077,-0.21603231050465263,-0.21606668859601147,-0.21491970251183135,-0.22086808962784168,-0.22872789415066444,-0.22249709803063086,-0.2228168588041846,-0.19284351349273002,-0.19793548635590832,-0.20144465500292114,-0.1980423726273672,-0.21567048719873788,-0.21602395284870038,-0.22089975445950485,-0.22246213795983225
2010-04-23 01:00:00,-0.27449088307635366,-0.27927165930118725,-0.27776719560830027,-0.2826122545189234,-0.4853443979139392,-0.1178636923353068,-0.38007358595823343,0.22638222781918318,-1.638014526460292,-1.9032074195160495,-1.5996946699851824,-1.3295248914006856,-0.2093795391664288,-1.3459036952941517,-1.4456753847446875,2.1113839283703335,-1.9135768898317698,3.0055271152433307,0.17796239828698085,-1.2497609143281885,-0.1981198656453441,-0.14485429540032047,-0.2516340423054454,1.4835507721280814,-1.3283534774886285,-1.7723227175357363,-1.014145348880078,-0.06317220246995811,-0.43452786730957765,1.4631888974852199,0.826613226903503,-1.5072261802098745,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,0.34982694834423517,1.4026630927086294,-0.22083050297246992,-0.22869761601097865,-0.22244477735420856,-0.22275632934193923,-0.23043590949225687,-0.23948009627426683,-0.2393538072355499,-0.2801342377363408,-0.20140819688721653,-0.19802660179029746,-0.21565855105131113,-0.2159926715873253,-0.22086423666733523,-0.22240243298826579,-0.23046748448990131,-0.23931974573454984
2010-04-23 02:00:00,-0.2827799062098346,-0.2874619970582881,-0.27393752150744577,-0.2810637186844109,0.10304885404821156,-0.8086386108386099,-0.37320425703309823,-0.6913874305316601,-1.440909728286137,-1.967253554674971,-1.6961062314942983,-1.2380590679745924,-0.216185082427745,-1.3212974892224145,-1.4041378782599199,2.2726739082556047,-1.9330102494980166,2.8610612285484156,0.0745629303567765,-1.1673304259331923,-0.20668499772620597,-0.1558700436481748,-0.2577152682008902,1.4126841338536982,-1.2179431863857548,-1.2727425818239178,-1.2815244560917056,-0.06317220246995811,-0.43452786730957765,1.4631888974852199,0.826613226903503,-1.3603737996820475,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,0.6889145130622176,1.2604772817498247,-0.23039798331603475,-0.23944945809548523,-0.2393011547865823,-0.28007305348307077,-0.2807353053508987,-0.2888673297572556,-0.28117666953316073,-0.2741200135558591,-0.21562192677593436,-0.21597634236483412,-0.22085208999206937,-0.22237095040558646,-0.23043166989896258,-0.2392598447856843,-0.28076640807827313,-0.28114483745668795
2010-04-23 03:00:00,-0.2808670547174924,-0.2864609557768641,-0.28570009196006807,-0.27860427941783233,0.1357373680460574,-0.07599854575929672,-0.4418975462837626,0.34369113151815434,-1.0265899636483753,-1.9848462988450735,-1.776961285456119,-1.0390039871544483,-0.22210811197781222,-1.3269435275381851,-1.3711626216194785,2.434336776839845,-1.9824009052200677,2.981478985948412,0.06163613002367093,-1.121177601714796,-0.21531391270554315,-0.17129627565818195,-0.25947322734033645,1.2183552442647394,-1.1467153495720048,0.055811185673391314,-1.1724446716862802,-0.06317220246995811,-0.43452786730957765,1.4631888974852199,0.826613226903503,-1.2135214191542207,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,0.9800956061090487,1.0342923201247605,-0.28069559426506335,-0.2888350378395763,-0.2811231939296078,-0.2740588980088015,-0.2714408517683237,-0.27665720192197885,-0.2750718072805706,-0.2703839045952593,-0.2208154050045047,-0.22235442277203182,-0.2304191354092562,-0.2392278301395581,-0.28072903317380543,-0.2810844502722533,-0.27147204176303064,-0.2750396497761167
2010-04-23 04:00:00,-0.2788631150588496,-0.2746304679054961,-0.2698342992565325,-0.26758234788983026,0.6750978490115755,-0.30625685192706437,0.29998997762334334,-0.7051884780255876,-1.1789818908981606,-1.9298907920977943,-1.8300068095664326,-0.6831639507359474,-0.22641673329726228,-1.1189781412920796,-1.2932394673500134,2.497316143745397,-1.533486970056923,2.6730946069228514,0.02351961815784964,-0.8077155713559192,-0.22338700528388944,-0.1916140588319489,-0.2551782103731182,0.8693948908813567,-0.7495038760734446,0.21227309630846636,-1.1233877219636124,-0.06317220246995811,-0.43452786730957765,1.4631888974852199,0.826613226903503,-1.066669038626394,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,1.203526717193095,0.7395223391798622,-0.271401470502743,-0.27662531886225583,-0.27501845183247997,-0.2703228317293337,-0.27308104945936496,-0.2832178676245166,-0.2823611950448595,-0.28268572678260584,-0.23038233858345067,-0.23921077813390718,-0.2807144598881834,-0.2810511155335751,-0.2714349551773672,-0.27497933356724447,-0.27311222405395436,-0.2823294261111293
2010-04-23 05:00:00,-0.26729491793849564,-0.27572251293977545,-0.26317796093838086,-0.2656694506824929,0.09760076838184036,-0.7510740342966157,-0.6548467429608906,-0.33256019568767925,-1.0811539289348644,-1.856969268549396,-1.856999853078934,-0.3498064400483236,-0.23013272449160138,-0.9291235328454582,-1.1585722552873776,2.5557969844434094,-1.5684136565866156,2.509169946814641,-0.062319959016857863,-0.6791685583582692,-0.22858986743088028,-0.20015941748087449,-0.25700117887720436,0.7736942735789898,-0.6895030146347183,0.5059822969741784,-1.3310308185284059,-0.06317220246995811,-0.43452786730957765,1.4631888974852199,0.826613226903503,-0.9198166580985672,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,1.3439813853313483,0.3962554259860987,-0.2730416099902099,-0.2831857648799216,-0.28230769612756007,-0.28262451338124567,-0.2818287704782595,-0.2831267472675363,-0.2814500215743234,-0.2851460912200751,-0.2806770751127686,-0.28103276251823667,-0.2714207586257731,-0.2749461915218146,-0.27307508658850194,-0.28226902515531693,-0.2818598629388889,-0.2814182040692527
2010-04-23 06:00:00,-0.26592859544396696,-0.27381143412978465,-0.27329924249063664,-0.2664892637713518,-0.03315328760962404,-0.06029911579331252,-0.6136307694103547,0.536905796433969,-1.3306022537657132,-1.7822770726285524,-1.8627759177701024,-0.07832214826860845,-0.23357293400733106,-0.774097803410071,-0.968732539624258,2.6263479477633767,-1.6474950114092541,2.5847022801614012,-0.06368897458076271,-0.6500474530064922,-0.23321412757028098,-0.20746090819123036,-0.25891768979205537,0.6969736930483386,-0.7152176695370296,0.4346137061582318,-1.222458210080552,-0.06317220246995811,-0.43452786730957765,1.4631888974852199,0.826613226903503,-0.7729642775707404,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,1.3918878570024993,0.02788465340222997,-0.2817890205900413,-0.28309464757412006,-0.2813965405906751,-0.28508484971162806,-0.2814642821024719,-0.28485803405015153,-0.2789898532038757,-0.2764892533845347,-0.2713834824932209,-0.2749280284142083,-0.2730608235544323,-0.2822356530283965,-0.2818224541145619,-0.2813578137068079,-0.2814953779853497,-0.2789579045561858
2010-04-23 07:00:00,-0.2666573007743816,-0.24705633078991934,-0.2573422670704135,-0.243261226253664,1.3996932426315898,0.5624449395240593,1.4609065659595701,-0.7258900492665826,-1.0594536694150907,-1.6060753715086562,-1.8300806391090974,0.41394234856308815,-0.23447204092281723,-0.5000194284154615,-0.7561905212428727,2.512802740437662,-0.6441374714758797,2.033957348146882,0.005663739300284871,-0.2367457630692085,-0.2370775488493081,-0.21806499522809325,-0.2559732213946147,0.5049578658460253,0.013364219362422474,1.0604613486983396,-0.8156532315737802,-0.06317220246995811,-0.43452786730957765,1.4631888974852199,0.826613226903503,-0.6261118970429135,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,1.3439813853313483,-0.3404861191816388,-0.28142454514838133,-0.2848258763843385,-0.2789364206410853,-0.2764281107713934,-0.27326329364725976,-0.2710988601462181,-0.26760018482217335,-0.27138627529200454,-0.27302352824961024,-0.2822172631652891,-0.2818078365072895,-0.28132447034007374,-0.2814579804676424,-0.27889754279583323,-0.27329446653072503,-0.2675676290327276
2010-04-23 08:00:00,-0.2435209065336757,-0.19864233427016226,-0.23299648171498666,-0.1889713817025207,3.2629385405119065,1.9492279198527125,3.370580007128038,-0.8155968579774701,0.10146602104155121,-1.221927427820553,-1.7225692721959402,1.3712602072420166,-0.23011208996177665,0.34705009738151527,-0.31796982326942175,2.187663123477178,0.8315434119351653,1.2527148104751005,0.22733449289598673,0.5446047263156756,-0.23703654555742995,-0.21790696519028244,-0.2560503797206818,0.5082876591139226,1.6682251930694185,2.3643106039901194,0.46814147735231676,-0.06317220246995811,-0.43452786730957765,1.4631888974852199,0.826613226903503,-0.4792595165150867,-1.6049573879321906,-1.0720084921022255,-1.406108371295767,-0.033313001789206306,1.2035267171930952,-0.683753032375402,-0.27322384771104086,-0.2710671632084005,-0.2675469764300217,-0.27132519097504354,-0.26870718894991763,-0.2702787769333996,-0.2658689552281533,-0.27767387329887144,-0.2817704389503615,-0.28130610882140406,-0.2814433776342535,-0.27886427708160216,-0.2732573234119627,-0.267507399689469,-0.26873840461148707,-0.2658363071531607
